date,aqi,pm25,pm10,no2,so2,co,o3,city
2019-11-28,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2019-11-29,45.0,24.75,48.6,37.35,51.3,0.47,42.75,Chennai
2019-11-30,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2019-12-01,158.0,86.9,170.64,131.14,180.12,1.66,150.1,Chennai
2019-12-02,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2019-12-03,82.0,45.1,88.56,68.06,93.48,0.86,77.9,Chennai
2019-12-04,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2019-12-05,130.0,71.5,140.4,107.9,148.2,1.37,123.5,Chennai
2019-12-06,86.0,47.3,92.88,71.38,98.04,0.9,81.7,Chennai
2019-12-07,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2019-12-08,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2019-12-09,88.0,48.4,95.04,73.04,100.32,0.92,83.6,Chennai
2019-12-10,73.0,40.15,78.84,60.59,83.22,0.77,69.35,Chennai
2019-12-11,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2019-12-12,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2019-12-13,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2019-12-14,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2019-12-15,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2019-12-16,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2019-12-17,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2019-12-18,100.0,55.0,108.0,83.0,114.0,1.05,95.0,Chennai
2019-12-19,82.0,45.1,88.56,68.06,93.48,0.86,77.9,Chennai
2019-12-20,111.0,61.05,119.88,92.13,126.54,1.17,105.45,Chennai
2019-12-21,137.0,75.35,147.96,113.71,156.18,1.44,130.15,Chennai
2019-12-22,122.0,67.1,131.76,101.26,139.08,1.28,115.9,Chennai
2019-12-23,93.0,51.15,100.44,77.19,106.02,0.98,88.35,Chennai
2019-12-24,96.0,52.8,103.68,79.68,109.44,1.01,91.2,Chennai
2019-12-25,102.0,56.1,110.16,84.66,116.28,1.07,96.9,Chennai
2019-12-26,132.0,72.6,142.56,109.56,150.48,1.39,125.4,Chennai
2019-12-27,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2019-12-28,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2019-12-29,106.0,58.3,114.48,87.98,120.84,1.11,100.7,Chennai
2019-12-30,76.0,41.8,82.08,63.08,86.64,0.8,72.2,Chennai
2019-12-31,87.0,47.85,93.96,72.21,99.18,0.91,82.65,Chennai
2020-01-01,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2020-01-02,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2020-01-03,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2020-01-04,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2020-01-05,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2020-01-06,92.0,50.6,99.36,76.36,104.88,0.97,87.4,Chennai
2020-01-07,75.0,41.25,81.0,62.25,85.5,0.79,71.25,Chennai
2020-01-08,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2020-01-09,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2020-01-10,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2020-01-11,117.0,64.35,126.36,97.11,133.38,1.23,111.15,Chennai
2020-01-12,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2020-01-13,158.0,86.9,170.64,131.14,180.12,1.66,150.1,Chennai
2020-01-14,170.0,93.5,183.6,141.1,193.8,1.79,161.5,Chennai
2020-01-15,102.0,56.1,110.16,84.66,116.28,1.07,96.9,Chennai
2020-01-16,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2020-01-17,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2020-01-18,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2020-01-19,73.0,40.15,78.84,60.59,83.22,0.77,69.35,Chennai
2020-01-20,72.0,39.6,77.76,59.76,82.08,0.76,68.4,Chennai
2020-01-21,88.0,48.4,95.04,73.04,100.32,0.92,83.6,Chennai
2020-01-22,86.0,47.3,92.88,71.38,98.04,0.9,81.7,Chennai
2020-01-23,110.0,60.5,118.8,91.3,125.4,1.16,104.5,Chennai
2020-01-24,127.0,69.85,137.16,105.41,144.78,1.33,120.65,Chennai
2020-01-25,98.0,53.9,105.84,81.34,111.72,1.03,93.1,Chennai
2020-01-26,74.0,40.7,79.92,61.42,84.36,0.78,70.3,Chennai
2020-01-27,77.0,42.35,83.16,63.91,87.78,0.81,73.15,Chennai
2020-01-28,93.0,51.15,100.44,77.19,106.02,0.98,88.35,Chennai
2020-01-29,79.0,43.45,85.32,65.57,90.06,0.83,75.05,Chennai
2020-01-30,86.0,47.3,92.88,71.38,98.04,0.9,81.7,Chennai
2020-01-31,75.0,41.25,81.0,62.25,85.5,0.79,71.25,Chennai
2020-02-01,57.0,31.35,61.56,47.31,64.98,0.6,54.15,Chennai
2020-02-02,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2020-02-03,89.0,48.95,96.12,73.87,101.46,0.93,84.55,Chennai
2020-02-04,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2020-02-05,51.0,28.05,55.08,42.33,58.14,0.54,48.45,Chennai
2020-02-06,77.0,42.35,83.16,63.91,87.78,0.81,73.15,Chennai
2020-02-07,76.0,41.8,82.08,63.08,86.64,0.8,72.2,Chennai
2020-02-08,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2020-02-09,73.0,40.15,78.84,60.59,83.22,0.77,69.35,Chennai
2020-02-10,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2020-02-11,87.0,47.85,93.96,72.21,99.18,0.91,82.65,Chennai
2020-02-12,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2020-02-13,96.0,52.8,103.68,79.68,109.44,1.01,91.2,Chennai
2020-02-14,130.0,71.5,140.4,107.9,148.2,1.37,123.5,Chennai
2020-02-15,139.0,76.45,150.12,115.37,158.46,1.46,132.05,Chennai
2020-02-16,76.0,41.8,82.08,63.08,86.64,0.8,72.2,Chennai
2020-02-17,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2020-02-18,83.0,45.65,89.64,68.89,94.62,0.87,78.85,Chennai
2020-02-19,84.0,46.2,90.72,69.72,95.76,0.88,79.8,Chennai
2020-02-20,75.0,41.25,81.0,62.25,85.5,0.79,71.25,Chennai
2020-02-21,85.0,46.75,91.8,70.55,96.9,0.89,80.75,Chennai
2020-02-22,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2020-02-23,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2020-02-24,72.0,39.6,77.76,59.76,82.08,0.76,68.4,Chennai
2020-02-25,76.0,41.8,82.08,63.08,86.64,0.8,72.2,Chennai
2020-02-26,78.0,42.9,84.24,64.74,88.92,0.82,74.1,Chennai
2020-02-27,82.0,45.1,88.56,68.06,93.48,0.86,77.9,Chennai
2020-02-28,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2020-02-29,69.5,38.225,75.06,57.685,79.22999999999999,0.73,66.025,Chennai
2020-03-01,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2020-03-02,76.0,41.8,82.08,63.08,86.64,0.8,72.2,Chennai
2020-03-03,97.0,53.35,104.76,80.51,110.58,1.02,92.15,Chennai
2020-03-04,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2020-03-05,51.0,28.05,55.08,42.33,58.14,0.54,48.45,Chennai
2020-03-06,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2020-03-07,132.0,72.6,142.56,109.56,150.48,1.39,125.4,Chennai
2020-03-08,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2020-03-09,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2020-03-10,46.0,25.3,49.68,38.18,52.44,0.48,43.7,Chennai
2020-03-11,148.0,81.4,159.84,122.84,168.72,1.55,140.6,Chennai
2020-03-12,42.0,23.1,45.36,34.86,47.88,0.44,39.9,Chennai
2020-03-13,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2020-03-14,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2020-03-15,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2020-03-16,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2020-03-17,80.0,44.0,86.4,66.4,91.2,0.84,76.0,Chennai
2020-03-18,72.0,39.6,77.76,59.76,82.08,0.76,68.4,Chennai
2020-03-19,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2020-03-20,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2020-03-21,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2020-03-22,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2020-03-23,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2020-03-24,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2020-03-25,46.0,25.3,49.68,38.18,52.44,0.48,43.7,Chennai
2020-03-26,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2020-03-27,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2020-03-28,57.0,31.35,61.56,47.31,64.98,0.6,54.15,Chennai
2020-03-29,46.0,25.3,49.68,38.18,52.44,0.48,43.7,Chennai
2020-03-30,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2020-03-31,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2020-04-01,47.0,25.85,50.76,39.01,53.58,0.49,44.65,Chennai
2020-04-02,76.0,41.8,82.08,63.08,86.64,0.8,72.2,Chennai
2020-04-03,79.0,43.45,85.32,65.57,90.06,0.83,75.05,Chennai
2020-04-04,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2020-04-05,45.0,24.75,48.6,37.35,51.3,0.47,42.75,Chennai
2020-04-06,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2020-04-07,117.0,64.35,126.36,97.11,133.38,1.23,111.15,Chennai
2020-04-08,76.0,41.8,82.08,63.08,86.64,0.8,72.2,Chennai
2020-04-09,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2020-04-10,47.0,25.85,50.76,39.01,53.58,0.49,44.65,Chennai
2020-04-11,90.0,49.5,97.2,74.7,102.6,0.95,85.5,Chennai
2020-04-12,30.0,16.5,32.4,24.9,34.2,0.32,28.5,Chennai
2020-04-13,44.0,24.2,47.52,36.52,50.16,0.46,41.8,Chennai
2020-04-14,46.0,25.3,49.68,38.18,52.44,0.48,43.7,Chennai
2020-04-15,42.0,23.1,45.36,34.86,47.88,0.44,39.9,Chennai
2020-04-16,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2020-04-17,43.0,23.65,46.44,35.69,49.02,0.45,40.85,Chennai
2020-04-18,40.0,22.0,43.2,33.2,45.6,0.42,38.0,Chennai
2020-04-19,44.0,24.2,47.52,36.52,50.16,0.46,41.8,Chennai
2020-04-20,39.0,21.45,42.12,32.37,44.46,0.41,37.05,Chennai
2020-04-21,44.0,24.2,47.52,36.52,50.16,0.46,41.8,Chennai
2020-04-22,44.0,24.2,47.52,36.52,50.16,0.46,41.8,Chennai
2020-04-23,40.0,22.0,43.2,33.2,45.6,0.42,38.0,Chennai
2020-04-24,44.0,24.2,47.52,36.52,50.16,0.46,41.8,Chennai
2020-04-25,45.0,24.75,48.6,37.35,51.3,0.47,42.75,Chennai
2020-04-26,44.0,24.2,47.52,36.52,50.16,0.46,41.8,Chennai
2020-04-27,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2020-04-28,49.0,26.95,52.92,40.67,55.86,0.51,46.55,Chennai
2020-04-29,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2020-04-30,49.0,26.95,52.92,40.67,55.86,0.51,46.55,Chennai
2020-05-01,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2020-05-02,85.0,46.75,91.8,70.55,96.9,0.89,80.75,Chennai
2020-05-03,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2020-05-04,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2020-05-05,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2020-05-06,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2020-05-07,85.0,46.75,91.8,70.55,96.9,0.89,80.75,Chennai
2020-05-08,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2020-05-09,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2020-05-10,45.0,24.75,48.6,37.35,51.3,0.47,42.75,Chennai
2020-05-11,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2020-05-12,32.0,17.6,34.56,26.56,36.48,0.34,30.4,Chennai
2020-05-13,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2020-05-14,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2020-05-15,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2020-05-16,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2020-05-17,51.0,28.05,55.08,42.33,58.14,0.54,48.45,Chennai
2020-05-18,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2020-05-19,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2020-05-20,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2020-05-21,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2020-05-22,81.0,44.55,87.48,67.23,92.34,0.85,76.95,Chennai
2020-05-23,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2020-05-24,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2020-05-25,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2020-05-26,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2020-05-27,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2020-05-28,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2020-05-29,97.0,53.35,104.76,80.51,110.58,1.02,92.15,Chennai
2020-05-30,86.0,47.3,92.88,71.38,98.04,0.9,81.7,Chennai
2020-05-31,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2020-06-01,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2020-06-02,86.0,47.3,92.88,71.38,98.04,0.9,81.7,Chennai
2020-06-03,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2020-06-04,46.0,25.3,49.68,38.18,52.44,0.48,43.7,Chennai
2020-06-05,51.0,28.05,55.08,42.33,58.14,0.54,48.45,Chennai
2020-06-06,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2020-06-07,109.0,59.95,117.72,90.47,124.26,1.14,103.55,Chennai
2020-06-08,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2020-06-09,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2020-06-10,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2020-06-11,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2020-06-12,28.0,15.4,30.24,23.24,31.92,0.29,26.6,Chennai
2020-06-13,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2020-06-14,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2020-06-15,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2020-06-16,72.0,39.6,77.76,59.76,82.08,0.76,68.4,Chennai
2020-06-17,84.0,46.2,90.72,69.72,95.76,0.88,79.8,Chennai
2020-06-18,80.0,44.0,86.4,66.4,91.2,0.84,76.0,Chennai
2020-06-19,104.0,57.2,112.32,86.32,118.56,1.09,98.8,Chennai
2020-06-20,110.0,60.5,118.8,91.3,125.4,1.16,104.5,Chennai
2020-06-21,88.0,48.4,95.04,73.04,100.32,0.92,83.6,Chennai
2020-06-22,100.0,55.0,108.0,83.0,114.0,1.05,95.0,Chennai
2020-06-23,82.0,45.1,88.56,68.06,93.48,0.86,77.9,Chennai
2020-06-24,110.0,60.5,118.8,91.3,125.4,1.16,104.5,Chennai
2020-06-25,88.0,48.4,95.04,73.04,100.32,0.92,83.6,Chennai
2020-06-26,84.0,46.2,90.72,69.72,95.76,0.88,79.8,Chennai
2020-06-27,82.0,45.1,88.56,68.06,93.48,0.86,77.9,Chennai
2020-06-28,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2020-06-29,93.0,51.15,100.44,77.19,106.02,0.98,88.35,Chennai
2020-06-30,92.0,50.6,99.36,76.36,104.88,0.97,87.4,Chennai
2020-07-01,47.0,25.85,50.76,39.01,53.58,0.49,44.65,Chennai
2020-07-02,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2020-07-03,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2020-07-04,40.0,22.0,43.2,33.2,45.6,0.42,38.0,Chennai
2020-07-05,51.0,28.05,55.08,42.33,58.14,0.54,48.45,Chennai
2020-07-06,88.0,48.4,95.04,73.04,100.32,0.92,83.6,Chennai
2020-07-07,76.0,41.8,82.08,63.08,86.64,0.8,72.2,Chennai
2020-07-08,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2020-07-09,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2020-07-10,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2020-07-11,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2020-07-12,30.0,16.5,32.4,24.9,34.2,0.32,28.5,Chennai
2020-07-13,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2020-07-14,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2020-07-15,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2020-07-16,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2020-07-17,80.0,44.0,86.4,66.4,91.2,0.84,76.0,Chennai
2020-07-18,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2020-07-19,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2020-07-20,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2020-07-21,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2020-07-22,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2020-07-23,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2020-07-24,77.0,42.35,83.16,63.91,87.78,0.81,73.15,Chennai
2020-07-25,105.0,57.75,113.4,87.15,119.7,1.1,99.75,Chennai
2020-07-26,98.0,53.9,105.84,81.34,111.72,1.03,93.1,Chennai
2020-07-27,102.0,56.1,110.16,84.66,116.28,1.07,96.9,Chennai
2020-07-28,75.0,41.25,81.0,62.25,85.5,0.79,71.25,Chennai
2020-07-29,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2020-07-30,76.0,41.8,82.08,63.08,86.64,0.8,72.2,Chennai
2020-07-31,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2020-08-01,78.0,42.9,84.24,64.74,88.92,0.82,74.1,Chennai
2020-08-02,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2020-08-03,45.0,24.75,48.6,37.35,51.3,0.47,42.75,Chennai
2020-08-04,44.0,24.2,47.52,36.52,50.16,0.46,41.8,Chennai
2020-08-05,51.0,28.05,55.08,42.33,58.14,0.54,48.45,Chennai
2020-08-06,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2020-08-07,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2020-08-08,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2020-08-09,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2020-08-10,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2020-08-11,85.0,46.75,91.8,70.55,96.9,0.89,80.75,Chennai
2020-08-12,36.0,19.8,38.88,29.88,41.04,0.38,34.2,Chennai
2020-08-13,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2020-08-14,57.0,31.35,61.56,47.31,64.98,0.6,54.15,Chennai
2020-08-15,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2020-08-16,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2020-08-17,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2020-08-18,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2020-08-19,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2020-08-20,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2020-08-21,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2020-08-22,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2020-08-23,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2020-08-24,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2020-08-25,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2020-08-26,74.0,40.7,79.92,61.42,84.36,0.78,70.3,Chennai
2020-08-27,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2020-08-28,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2020-08-29,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2020-08-30,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2020-08-31,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2020-09-01,77.0,42.35,83.16,63.91,87.78,0.81,73.15,Chennai
2020-09-02,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2020-09-03,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2020-09-04,42.0,23.1,45.36,34.86,47.88,0.44,39.9,Chennai
2020-09-05,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2020-09-06,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2020-09-07,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2020-09-08,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2020-09-09,85.0,46.75,91.8,70.55,96.9,0.89,80.75,Chennai
2020-09-10,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2020-09-11,113.0,62.15,122.04,93.79,128.82,1.19,107.35,Chennai
2020-09-12,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2020-09-13,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2020-09-14,44.0,24.2,47.52,36.52,50.16,0.46,41.8,Chennai
2020-09-15,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2020-09-16,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2020-09-17,57.0,31.35,61.56,47.31,64.98,0.6,54.15,Chennai
2020-09-18,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2020-09-19,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2020-09-20,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2020-09-21,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2020-09-22,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2020-09-23,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2020-09-24,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2020-09-25,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2020-09-26,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2020-09-27,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2020-09-28,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2020-09-29,108.0,59.4,116.64,89.64,123.12,1.13,102.6,Chennai
2020-09-30,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2020-10-01,73.0,40.15,78.84,60.59,83.22,0.77,69.35,Chennai
2020-10-02,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2020-10-03,38.0,20.9,41.04,31.54,43.32,0.4,36.1,Chennai
2020-10-04,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2020-10-05,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2020-10-06,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2020-10-07,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2020-10-08,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2020-10-09,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2020-10-10,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2020-10-11,116.0,63.8,125.28,96.28,132.24,1.22,110.2,Chennai
2020-10-12,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2020-10-13,47.0,25.85,50.76,39.01,53.58,0.49,44.65,Chennai
2020-10-14,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2020-10-15,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2020-10-16,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2020-10-17,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2020-10-18,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2020-10-19,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2020-10-20,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2020-10-21,51.0,28.05,55.08,42.33,58.14,0.54,48.45,Chennai
2020-10-22,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2020-10-23,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2020-10-24,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2020-10-25,80.0,44.0,86.4,66.4,91.2,0.84,76.0,Chennai
2020-10-26,89.0,48.95,96.12,73.87,101.46,0.93,84.55,Chennai
2020-10-27,109.0,59.95,117.72,90.47,124.26,1.14,103.55,Chennai
2020-10-28,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2020-10-29,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2020-10-30,78.0,42.9,84.24,64.74,88.92,0.82,74.1,Chennai
2020-10-31,118.0,64.9,127.44,97.94,134.52,1.24,112.1,Chennai
2020-11-01,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2020-11-02,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2020-11-03,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2020-11-04,43.0,23.65,46.44,35.69,49.02,0.45,40.85,Chennai
2020-11-05,45.0,24.75,48.6,37.35,51.3,0.47,42.75,Chennai
2020-11-06,78.0,42.9,84.24,64.74,88.92,0.82,74.1,Chennai
2020-11-07,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2020-11-08,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2020-11-09,73.0,40.15,78.84,60.59,83.22,0.77,69.35,Chennai
2020-11-10,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
